stock_name,minute,buy_time,buy_price,strategy
AMZN,1900-01-01 13:27:00,1900-01-01 13:27:01.875,222.71,TWAP_Buy
AMZN,1900-01-01 13:28:00,1900-01-01 13:28:07.851,222.57,TWAP_Buy
AMZN,1900-01-01 13:29:00,1900-01-01 13:29:00.517,222.64,TWAP_Buy
AMZN,1900-01-01 13:30:00,1900-01-01 13:30:00.263,222.59,TWAP_Buy
AMZN,1900-01-01 13:31:00,1900-01-01 13:31:00.137,222.77,TWAP_Buy
AMZN,1900-01-01 13:32:00,1900-01-01 13:32:00.606,222.69,TWAP_Buy
AMZN,1900-01-01 13:33:00,1900-01-01 13:33:00.036,222.69,TWAP_Buy
AMZN,1900-01-01 13:34:00,1900-01-01 13:34:00.331,222.62,TWAP_Buy
AMZN,1900-01-01 13:35:00,1900-01-01 13:35:00.451,222.6,TWAP_Buy
AMZN,1900-01-01 13:36:00,1900-01-01 13:36:00.178,222.56,TWAP_Buy
AMZN,1900-01-01 13:37:00,1900-01-01 13:37:00.902,222.41,TWAP_Buy
AMZN,1900-01-01 13:38:00,1900-01-01 13:38:00.480,222.22,TWAP_Buy
AMZN,1900-01-01 13:39:00,1900-01-01 13:39:01.117,222.42,TWAP_Buy
AMZN,1900-01-01 13:40:00,1900-01-01 13:40:00.135,222.2,TWAP_Buy
AMZN,1900-01-01 13:41:00,1900-01-01 13:41:00.421,221.9,TWAP_Buy
AMZN,1900-01-01 13:42:00,1900-01-01 13:42:00.337,221.69,TWAP_Buy
AMZN,1900-01-01 13:43:00,1900-01-01 13:43:00.001,222.15,TWAP_Buy
AMZN,1900-01-01 13:44:00,1900-01-01 13:44:00.131,222.04,TWAP_Buy
AMZN,1900-01-01 13:45:00,1900-01-01 13:45:00.429,221.96,TWAP_Buy
AMZN,1900-01-01 13:46:00,1900-01-01 13:46:00.677,222.12,TWAP_Buy
AMZN,1900-01-01 13:47:00,1900-01-01 13:47:00.348,222.04,TWAP_Buy
AMZN,1900-01-01 13:48:00,1900-01-01 13:48:00.610,222.11,TWAP_Buy
AMZN,1900-01-01 13:49:00,1900-01-01 13:49:00.295,221.92,TWAP_Buy
AMZN,1900-01-01 13:50:00,1900-01-01 13:50:00.090,221.78,TWAP_Buy
AMZN,1900-01-01 13:51:00,1900-01-01 13:51:00.037,221.69,TWAP_Buy
AMZN,1900-01-01 13:52:00,1900-01-01 13:52:00.042,221.91,TWAP_Buy
AMZN,1900-01-01 13:53:00,1900-01-01 13:53:00.003,221.89,TWAP_Buy
AMZN,1900-01-01 13:54:00,1900-01-01 13:54:00.365,221.88,TWAP_Buy
AMZN,1900-01-01 13:55:00,1900-01-01 13:55:00.339,222.05,TWAP_Buy
AMZN,1900-01-01 13:56:00,1900-01-01 13:56:00.367,221.93,TWAP_Buy
AMZN,1900-01-01 13:57:00,1900-01-01 13:57:00.119,221.98,TWAP_Buy
AMZN,1900-01-01 13:58:00,1900-01-01 13:58:03.011,222.01,TWAP_Buy
AMZN,1900-01-01 13:59:00,1900-01-01 13:59:00.113,221.94,TWAP_Buy
GOOG,1900-01-01 12:39:00,1900-01-01 12:39:00.159,569.5,TWAP_Buy
GOOG,1900-01-01 12:40:00,1900-01-01 12:40:00.957,569.52,TWAP_Buy
GOOG,1900-01-01 12:41:00,1900-01-01 12:41:00.097,569.3,TWAP_Buy
GOOG,1900-01-01 12:42:00,1900-01-01 12:42:00.045,569.23,TWAP_Buy
GOOG,1900-01-01 12:43:00,1900-01-01 12:43:00.569,569.8,TWAP_Buy
GOOG,1900-01-01 12:44:00,1900-01-01 12:44:00.055,569.28,TWAP_Buy
GOOG,1900-01-01 12:45:00,1900-01-01 12:45:00.101,569.4,TWAP_Buy
GOOG,1900-01-01 12:46:00,1900-01-01 12:46:00.943,569.79,TWAP_Buy
GOOG,1900-01-01 12:47:00,1900-01-01 12:47:01.448,569.99,TWAP_Buy
GOOG,1900-01-01 12:48:00,1900-01-01 12:48:01.351,569.97,TWAP_Buy
GOOG,1900-01-01 12:49:00,1900-01-01 12:49:00.211,569.9,TWAP_Buy
GOOG,1900-01-01 12:50:00,1900-01-01 12:50:00.039,570.12,TWAP_Buy
GOOG,1900-01-01 12:51:00,1900-01-01 12:51:00.665,569.95,TWAP_Buy
GOOG,1900-01-01 12:52:00,1900-01-01 12:52:00.257,570.02,TWAP_Buy
GOOG,1900-01-01 12:53:00,1900-01-01 12:53:00.142,570.24,TWAP_Buy
GOOG,1900-01-01 12:54:00,1900-01-01 12:54:01.623,570.26,TWAP_Buy
GOOG,1900-01-01 12:55:00,1900-01-01 12:55:00.254,569.81,TWAP_Buy
GOOG,1900-01-01 12:56:00,1900-01-01 12:56:00.437,569.84,TWAP_Buy
GOOG,1900-01-01 12:57:00,1900-01-01 12:57:00.046,569.51,TWAP_Buy
GOOG,1900-01-01 12:58:00,1900-01-01 12:58:03.427,569.57,TWAP_Buy
GOOG,1900-01-01 12:59:00,1900-01-01 12:59:00.890,569.72,TWAP_Buy
GOOG,1900-01-01 13:00:00,1900-01-01 13:00:00.217,569.66,TWAP_Buy
GOOG,1900-01-01 13:01:00,1900-01-01 13:01:00.249,569.57,TWAP_Buy
GOOG,1900-01-01 13:02:00,1900-01-01 13:02:01.337,569.13,TWAP_Buy
GOOG,1900-01-01 13:03:00,1900-01-01 13:03:00.140,569.44,TWAP_Buy
GOOG,1900-01-01 13:04:00,1900-01-01 13:04:00.161,569.54,TWAP_Buy
GOOG,1900-01-01 13:05:00,1900-01-01 13:05:00.682,569.51,TWAP_Buy
GOOG,1900-01-01 13:06:00,1900-01-01 13:06:00.514,569.74,TWAP_Buy
GOOG,1900-01-01 13:07:00,1900-01-01 13:07:00.110,569.68,TWAP_Buy
GOOG,1900-01-01 13:08:00,1900-01-01 13:08:00.001,569.61,TWAP_Buy
GOOG,1900-01-01 13:09:00,1900-01-01 13:09:01.518,569.92,TWAP_Buy
GOOG,1900-01-01 13:10:00,1900-01-01 13:10:02.956,569.65,TWAP_Buy
GOOG,1900-01-01 13:11:00,1900-01-01 13:11:02.985,569.57,TWAP_Buy
GOOG,1900-01-01 13:12:00,1900-01-01 13:12:00.128,569.26,TWAP_Buy
GOOG,1900-01-01 13:13:00,1900-01-01 13:13:01.821,569.16,TWAP_Buy
GOOG,1900-01-01 13:14:00,1900-01-01 13:14:00.082,569.16,TWAP_Buy
GOOG,1900-01-01 13:15:00,1900-01-01 13:15:02.509,569.21,TWAP_Buy
GOOG,1900-01-01 13:16:00,1900-01-01 13:16:00.087,569.09,TWAP_Buy
GOOG,1900-01-01 13:17:00,1900-01-01 13:17:00.534,569.18,TWAP_Buy
GOOG,1900-01-01 13:18:00,1900-01-01 13:18:00.335,568.98,TWAP_Buy
GOOG,1900-01-01 13:19:00,1900-01-01 13:19:00.947,569.0,TWAP_Buy
GOOG,1900-01-01 13:20:00,1900-01-01 13:20:01.067,568.71,TWAP_Buy
GOOG,1900-01-01 13:21:00,1900-01-01 13:21:00.502,568.74,TWAP_Buy
GOOG,1900-01-01 13:22:00,1900-01-01 13:22:00.526,568.98,TWAP_Buy
GOOG,1900-01-01 13:23:00,1900-01-01 13:23:00.022,569.48,TWAP_Buy
GOOG,1900-01-01 13:24:00,1900-01-01 13:24:02.366,569.23,TWAP_Buy
GOOG,1900-01-01 13:25:00,1900-01-01 13:25:01.090,568.78,TWAP_Buy
GOOG,1900-01-01 13:26:00,1900-01-01 13:26:00.062,568.69,TWAP_Buy
GOOG,1900-01-01 13:27:00,1900-01-01 13:27:00.117,568.45,TWAP_Buy
GOOG,1900-01-01 13:28:00,1900-01-01 13:28:00.061,568.39,TWAP_Buy
GOOG,1900-01-01 13:29:00,1900-01-01 13:29:01.928,568.48,TWAP_Buy
GOOG,1900-01-01 13:30:00,1900-01-01 13:30:00.227,568.54,TWAP_Buy
GOOG,1900-01-01 13:31:00,1900-01-01 13:31:01.052,568.87,TWAP_Buy
GOOG,1900-01-01 13:32:00,1900-01-01 13:32:00.325,568.79,TWAP_Buy
GOOG,1900-01-01 13:33:00,1900-01-01 13:33:00.796,568.61,TWAP_Buy
GOOG,1900-01-01 13:34:00,1900-01-01 13:34:01.907,568.58,TWAP_Buy
GOOG,1900-01-01 13:35:00,1900-01-01 13:35:00.465,568.57,TWAP_Buy
GOOG,1900-01-01 13:36:00,1900-01-01 13:36:00.182,568.61,TWAP_Buy
GOOG,1900-01-01 13:37:00,1900-01-01 13:37:00.498,568.44,TWAP_Buy
GOOG,1900-01-01 13:38:00,1900-01-01 13:38:00.452,568.34,TWAP_Buy
GOOG,1900-01-01 13:39:00,1900-01-01 13:39:01.054,568.42,TWAP_Buy
GOOG,1900-01-01 13:40:00,1900-01-01 13:40:00.148,568.23,TWAP_Buy
GOOG,1900-01-01 13:41:00,1900-01-01 13:41:00.389,568.09,TWAP_Buy
GOOG,1900-01-01 13:42:00,1900-01-01 13:42:00.294,567.82,TWAP_Buy
GOOG,1900-01-01 13:43:00,1900-01-01 13:43:00.412,568.32,TWAP_Buy
GOOG,1900-01-01 13:44:00,1900-01-01 13:44:00.523,568.33,TWAP_Buy
GOOG,1900-01-01 13:45:00,1900-01-01 13:45:00.560,567.76,TWAP_Buy
GOOG,1900-01-01 13:46:00,1900-01-01 13:46:00.134,568.49,TWAP_Buy
GOOG,1900-01-01 13:47:00,1900-01-01 13:47:00.342,568.06,TWAP_Buy
GOOG,1900-01-01 13:48:00,1900-01-01 13:48:00.608,568.04,TWAP_Buy
GOOG,1900-01-01 13:49:00,1900-01-01 13:49:00.005,568.09,TWAP_Buy
GOOG,1900-01-01 13:50:00,1900-01-01 13:50:02.434,568.0,TWAP_Buy
GOOG,1900-01-01 13:51:00,1900-01-01 13:51:00.179,567.87,TWAP_Buy
GOOG,1900-01-01 13:52:00,1900-01-01 13:52:00.602,568.18,TWAP_Buy
GOOG,1900-01-01 13:53:00,1900-01-01 13:53:00.079,568.26,TWAP_Buy
GOOG,1900-01-01 13:54:00,1900-01-01 13:54:00.677,568.35,TWAP_Buy
GOOG,1900-01-01 13:55:00,1900-01-01 13:55:00.035,568.3,TWAP_Buy
GOOG,1900-01-01 13:56:00,1900-01-01 13:56:00.885,568.35,TWAP_Buy
GOOG,1900-01-01 13:57:00,1900-01-01 13:57:00.321,568.63,TWAP_Buy
GOOG,1900-01-01 13:58:00,1900-01-01 13:58:01.392,568.43,TWAP_Buy
GOOG,1900-01-01 13:59:00,1900-01-01 13:59:00.661,568.45,TWAP_Buy
INTC,1900-01-01 12:39:00,1900-01-01 12:39:00.547,26.99,TWAP_Buy
INTC,1900-01-01 12:40:00,1900-01-01 12:40:00.023,26.99,TWAP_Buy
INTC,1900-01-01 12:41:00,1900-01-01 12:41:00.010,26.97,TWAP_Buy
INTC,1900-01-01 12:42:00,1900-01-01 12:42:00.017,26.98,TWAP_Buy
INTC,1900-01-01 12:43:00,1900-01-01 12:43:00.024,26.98,TWAP_Buy
INTC,1900-01-01 12:44:00,1900-01-01 12:44:00.030,26.97,TWAP_Buy
INTC,1900-01-01 12:45:00,1900-01-01 12:45:00.030,26.96,TWAP_Buy
INTC,1900-01-01 12:46:00,1900-01-01 12:46:00.105,26.98,TWAP_Buy
INTC,1900-01-01 12:47:00,1900-01-01 12:47:00.076,26.98,TWAP_Buy
INTC,1900-01-01 12:48:00,1900-01-01 12:48:00.486,26.95,TWAP_Buy
INTC,1900-01-01 12:49:00,1900-01-01 12:49:00.326,26.95,TWAP_Buy
INTC,1900-01-01 12:50:00,1900-01-01 12:50:00.010,26.95,TWAP_Buy
INTC,1900-01-01 12:51:00,1900-01-01 12:51:00.000,26.94,TWAP_Buy
INTC,1900-01-01 12:52:00,1900-01-01 12:52:00.149,26.93,TWAP_Buy
INTC,1900-01-01 12:53:00,1900-01-01 12:53:00.017,26.94,TWAP_Buy
INTC,1900-01-01 12:54:00,1900-01-01 12:54:00.167,26.94,TWAP_Buy
INTC,1900-01-01 12:55:00,1900-01-01 12:55:00.172,26.92,TWAP_Buy
INTC,1900-01-01 12:56:00,1900-01-01 12:56:00.360,26.91,TWAP_Buy
INTC,1900-01-01 12:57:00,1900-01-01 12:57:00.013,26.93,TWAP_Buy
INTC,1900-01-01 12:58:00,1900-01-01 12:58:00.745,26.94,TWAP_Buy
INTC,1900-01-01 12:59:00,1900-01-01 12:59:01.640,26.94,TWAP_Buy
INTC,1900-01-01 13:00:00,1900-01-01 13:00:00.143,26.94,TWAP_Buy
INTC,1900-01-01 13:01:00,1900-01-01 13:01:00.114,26.94,TWAP_Buy
INTC,1900-01-01 13:02:00,1900-01-01 13:02:00.030,26.94,TWAP_Buy
INTC,1900-01-01 13:03:00,1900-01-01 13:03:00.027,26.94,TWAP_Buy
INTC,1900-01-01 13:04:00,1900-01-01 13:04:01.028,26.94,TWAP_Buy
INTC,1900-01-01 13:05:00,1900-01-01 13:05:00.702,26.94,TWAP_Buy
INTC,1900-01-01 13:06:00,1900-01-01 13:06:00.115,26.95,TWAP_Buy
INTC,1900-01-01 13:07:00,1900-01-01 13:07:00.094,26.94,TWAP_Buy
INTC,1900-01-01 13:08:00,1900-01-01 13:08:00.005,26.94,TWAP_Buy
INTC,1900-01-01 13:09:00,1900-01-01 13:09:01.142,26.95,TWAP_Buy
INTC,1900-01-01 13:10:00,1900-01-01 13:10:00.040,26.96,TWAP_Buy
INTC,1900-01-01 13:11:00,1900-01-01 13:11:00.027,26.98,TWAP_Buy
INTC,1900-01-01 13:12:00,1900-01-01 13:12:00.128,26.96,TWAP_Buy
INTC,1900-01-01 13:13:00,1900-01-01 13:13:00.948,26.95,TWAP_Buy
INTC,1900-01-01 13:14:00,1900-01-01 13:14:00.114,26.94,TWAP_Buy
INTC,1900-01-01 13:15:00,1900-01-01 13:15:00.020,26.94,TWAP_Buy
INTC,1900-01-01 13:16:00,1900-01-01 13:16:00.022,26.94,TWAP_Buy
INTC,1900-01-01 13:17:00,1900-01-01 13:17:00.727,26.95,TWAP_Buy
INTC,1900-01-01 13:18:00,1900-01-01 13:18:00.713,26.95,TWAP_Buy
INTC,1900-01-01 13:19:00,1900-01-01 13:19:00.082,26.94,TWAP_Buy
INTC,1900-01-01 13:20:00,1900-01-01 13:20:00.006,26.91,TWAP_Buy
INTC,1900-01-01 13:21:00,1900-01-01 13:21:00.546,26.91,TWAP_Buy
INTC,1900-01-01 13:22:00,1900-01-01 13:22:01.189,26.92,TWAP_Buy
INTC,1900-01-01 13:23:00,1900-01-01 13:23:00.000,26.97,TWAP_Buy
INTC,1900-01-01 13:24:00,1900-01-01 13:24:00.369,26.95,TWAP_Buy
INTC,1900-01-01 13:25:00,1900-01-01 13:25:00.155,26.93,TWAP_Buy
INTC,1900-01-01 13:26:00,1900-01-01 13:26:00.028,26.93,TWAP_Buy
INTC,1900-01-01 13:27:00,1900-01-01 13:27:00.222,26.93,TWAP_Buy
INTC,1900-01-01 13:28:00,1900-01-01 13:28:00.160,26.91,TWAP_Buy
INTC,1900-01-01 13:29:00,1900-01-01 13:29:00.098,26.9,TWAP_Buy
INTC,1900-01-01 13:30:00,1900-01-01 13:30:00.077,26.91,TWAP_Buy
INTC,1900-01-01 13:31:00,1900-01-01 13:31:00.586,26.92,TWAP_Buy
INTC,1900-01-01 13:32:00,1900-01-01 13:32:00.178,26.93,TWAP_Buy
INTC,1900-01-01 13:33:00,1900-01-01 13:33:00.337,26.92,TWAP_Buy
INTC,1900-01-01 13:34:00,1900-01-01 13:34:01.008,26.92,TWAP_Buy
INTC,1900-01-01 13:35:00,1900-01-01 13:35:00.463,26.9,TWAP_Buy
INTC,1900-01-01 13:36:00,1900-01-01 13:36:00.114,26.9,TWAP_Buy
INTC,1900-01-01 13:37:00,1900-01-01 13:37:00.030,26.89,TWAP_Buy
INTC,1900-01-01 13:38:00,1900-01-01 13:38:00.480,26.85,TWAP_Buy
INTC,1900-01-01 13:39:00,1900-01-01 13:39:00.845,26.86,TWAP_Buy
INTC,1900-01-01 13:40:00,1900-01-01 13:40:00.035,26.83,TWAP_Buy
INTC,1900-01-01 13:41:00,1900-01-01 13:41:00.001,26.81,TWAP_Buy
INTC,1900-01-01 13:42:00,1900-01-01 13:42:00.333,26.8,TWAP_Buy
INTC,1900-01-01 13:43:00,1900-01-01 13:43:00.275,26.8,TWAP_Buy
INTC,1900-01-01 13:44:00,1900-01-01 13:44:02.163,26.81,TWAP_Buy
INTC,1900-01-01 13:45:00,1900-01-01 13:45:00.062,26.81,TWAP_Buy
INTC,1900-01-01 13:46:00,1900-01-01 13:46:00.435,26.82,TWAP_Buy
INTC,1900-01-01 13:47:00,1900-01-01 13:47:01.435,26.82,TWAP_Buy
INTC,1900-01-01 13:48:00,1900-01-01 13:48:00.155,26.82,TWAP_Buy
INTC,1900-01-01 13:49:00,1900-01-01 13:49:00.093,26.8,TWAP_Buy
INTC,1900-01-01 13:50:00,1900-01-01 13:50:00.003,26.8,TWAP_Buy
INTC,1900-01-01 13:51:00,1900-01-01 13:51:00.004,26.8,TWAP_Buy
INTC,1900-01-01 13:52:00,1900-01-01 13:52:01.028,26.81,TWAP_Buy
INTC,1900-01-01 13:53:00,1900-01-01 13:53:00.215,26.81,TWAP_Buy
INTC,1900-01-01 13:54:00,1900-01-01 13:54:00.100,26.83,TWAP_Buy
INTC,1900-01-01 13:55:00,1900-01-01 13:55:00.040,26.84,TWAP_Buy
INTC,1900-01-01 13:56:00,1900-01-01 13:56:01.892,26.84,TWAP_Buy
INTC,1900-01-01 13:57:00,1900-01-01 13:57:00.119,26.85,TWAP_Buy
INTC,1900-01-01 13:58:00,1900-01-01 13:58:00.122,26.83,TWAP_Buy
INTC,1900-01-01 13:59:00,1900-01-01 13:59:00.118,26.82,TWAP_Buy
MSFT,1900-01-01 12:39:00,1900-01-01 12:39:00.202,30.53,TWAP_Buy
MSFT,1900-01-01 12:40:00,1900-01-01 12:40:00.041,30.53,TWAP_Buy
MSFT,1900-01-01 12:41:00,1900-01-01 12:41:00.020,30.52,TWAP_Buy
MSFT,1900-01-01 12:42:00,1900-01-01 12:42:00.017,30.49,TWAP_Buy
MSFT,1900-01-01 12:43:00,1900-01-01 12:43:00.011,30.52,TWAP_Buy
MSFT,1900-01-01 12:44:00,1900-01-01 12:44:00.014,30.48,TWAP_Buy
MSFT,1900-01-01 12:45:00,1900-01-01 12:45:00.040,30.47,TWAP_Buy
MSFT,1900-01-01 12:46:00,1900-01-01 12:46:00.011,30.48,TWAP_Buy
MSFT,1900-01-01 12:47:00,1900-01-01 12:47:00.073,30.49,TWAP_Buy
MSFT,1900-01-01 12:48:00,1900-01-01 12:48:00.082,30.49,TWAP_Buy
MSFT,1900-01-01 12:49:00,1900-01-01 12:49:00.203,30.49,TWAP_Buy
MSFT,1900-01-01 12:50:00,1900-01-01 12:50:00.040,30.51,TWAP_Buy
MSFT,1900-01-01 12:51:00,1900-01-01 12:51:00.156,30.52,TWAP_Buy
MSFT,1900-01-01 12:52:00,1900-01-01 12:52:00.137,30.53,TWAP_Buy
MSFT,1900-01-01 12:53:00,1900-01-01 12:53:00.213,30.53,TWAP_Buy
MSFT,1900-01-01 12:54:00,1900-01-01 12:54:00.116,30.54,TWAP_Buy
MSFT,1900-01-01 12:55:00,1900-01-01 12:55:00.017,30.51,TWAP_Buy
MSFT,1900-01-01 12:56:00,1900-01-01 12:56:00.172,30.5,TWAP_Buy
MSFT,1900-01-01 12:57:00,1900-01-01 12:57:00.606,30.49,TWAP_Buy
MSFT,1900-01-01 12:58:00,1900-01-01 12:58:02.627,30.49,TWAP_Buy
MSFT,1900-01-01 12:59:00,1900-01-01 12:59:00.888,30.49,TWAP_Buy
MSFT,1900-01-01 13:00:00,1900-01-01 13:00:00.206,30.47,TWAP_Buy
MSFT,1900-01-01 13:01:00,1900-01-01 13:01:00.053,30.47,TWAP_Buy
MSFT,1900-01-01 13:02:00,1900-01-01 13:02:01.335,30.47,TWAP_Buy
MSFT,1900-01-01 13:03:00,1900-01-01 13:03:00.141,30.49,TWAP_Buy
MSFT,1900-01-01 13:04:00,1900-01-01 13:04:00.157,30.49,TWAP_Buy
MSFT,1900-01-01 13:05:00,1900-01-01 13:05:00.040,30.5,TWAP_Buy
MSFT,1900-01-01 13:06:00,1900-01-01 13:06:00.000,30.5,TWAP_Buy
MSFT,1900-01-01 13:07:00,1900-01-01 13:07:00.093,30.5,TWAP_Buy
MSFT,1900-01-01 13:08:00,1900-01-01 13:08:01.703,30.5,TWAP_Buy
MSFT,1900-01-01 13:09:00,1900-01-01 13:09:00.018,30.5,TWAP_Buy
MSFT,1900-01-01 13:10:00,1900-01-01 13:10:00.040,30.48,TWAP_Buy
MSFT,1900-01-01 13:11:00,1900-01-01 13:11:00.018,30.48,TWAP_Buy
MSFT,1900-01-01 13:12:00,1900-01-01 13:12:00.017,30.46,TWAP_Buy
MSFT,1900-01-01 13:13:00,1900-01-01 13:13:00.201,30.44,TWAP_Buy
MSFT,1900-01-01 13:14:00,1900-01-01 13:14:00.010,30.43,TWAP_Buy
MSFT,1900-01-01 13:15:00,1900-01-01 13:15:00.015,30.43,TWAP_Buy
MSFT,1900-01-01 13:16:00,1900-01-01 13:16:00.017,30.44,TWAP_Buy
MSFT,1900-01-01 13:17:00,1900-01-01 13:17:00.662,30.45,TWAP_Buy
MSFT,1900-01-01 13:18:00,1900-01-01 13:18:01.017,30.45,TWAP_Buy
MSFT,1900-01-01 13:19:00,1900-01-01 13:19:00.431,30.45,TWAP_Buy
MSFT,1900-01-01 13:20:00,1900-01-01 13:20:00.206,30.42,TWAP_Buy
MSFT,1900-01-01 13:21:00,1900-01-01 13:21:00.543,30.43,TWAP_Buy
MSFT,1900-01-01 13:22:00,1900-01-01 13:22:00.031,30.45,TWAP_Buy
MSFT,1900-01-01 13:23:00,1900-01-01 13:23:00.002,30.49,TWAP_Buy
MSFT,1900-01-01 13:24:00,1900-01-01 13:24:00.008,30.49,TWAP_Buy
MSFT,1900-01-01 13:25:00,1900-01-01 13:25:00.015,30.46,TWAP_Buy
MSFT,1900-01-01 13:26:00,1900-01-01 13:26:00.028,30.46,TWAP_Buy
MSFT,1900-01-01 13:27:00,1900-01-01 13:27:00.102,30.46,TWAP_Buy
MSFT,1900-01-01 13:28:00,1900-01-01 13:28:01.902,30.45,TWAP_Buy
MSFT,1900-01-01 13:29:00,1900-01-01 13:29:00.016,30.44,TWAP_Buy
MSFT,1900-01-01 13:30:00,1900-01-01 13:30:00.040,30.44,TWAP_Buy
MSFT,1900-01-01 13:31:00,1900-01-01 13:31:00.213,30.46,TWAP_Buy
MSFT,1900-01-01 13:32:00,1900-01-01 13:32:00.610,30.44,TWAP_Buy
MSFT,1900-01-01 13:33:00,1900-01-01 13:33:00.060,30.46,TWAP_Buy
MSFT,1900-01-01 13:34:00,1900-01-01 13:34:01.204,30.45,TWAP_Buy
MSFT,1900-01-01 13:35:00,1900-01-01 13:35:00.039,30.43,TWAP_Buy
MSFT,1900-01-01 13:36:00,1900-01-01 13:36:00.177,30.43,TWAP_Buy
MSFT,1900-01-01 13:37:00,1900-01-01 13:37:00.066,30.43,TWAP_Buy
MSFT,1900-01-01 13:38:00,1900-01-01 13:38:00.017,30.42,TWAP_Buy
MSFT,1900-01-01 13:39:00,1900-01-01 13:39:00.677,30.42,TWAP_Buy
MSFT,1900-01-01 13:40:00,1900-01-01 13:40:00.049,30.41,TWAP_Buy
